named.index	unique.index	external_gene_name	ensembl_gene_id	ensembl_gene_id_version	chromosome_name	start_position	end_position	ensembl_transcript_id	external_gene_source	gene_biotype	external_synonym	hgnc_symbol	strand
TCEB3C	TCEB3C	ELOA3P	ENSG00000288631	ENSG00000288631.1	chr18	47028202	47029842	ENST00000674825	HGNC_Symbol	processed_pseudogene	TCEB3C	ELOA3P	-1
TCEB3CL	TCEB3CL	ELOA3BP	ENSG00000288607	ENSG00000288607.1	chr18	47022287	47023927	ENST00000675219	HGNC_Symbol	processed_pseudogene	TCEB3CL	ELOA3BP	-1
TCEB3CL2	TCEB3CL2	ELOA3DP	ENSG00000288616	ENSG00000288616.1	chr18	46962768	46964408	ENST00000676383	HGNC_Symbol	processed_pseudogene	TCEB3CL2	ELOA3DP	-1
TCEB3L2	TCEB3L2	ELOA3P	ENSG00000288631	ENSG00000288631.1	chr18	47028202	47029842	ENST00000674825	HGNC_Symbol	processed_pseudogene	TCEB3L2	ELOA3P	-1
TCF6L1	TCF6L1	TFAMP1	ENSG00000230444	ENSG00000230444.1	chr7	1614590	1615325	ENST00000412727	HGNC_Symbol	processed_pseudogene	TCF6L1	TFAMP1	1
TCF6L3	TCF6L3	TFAMP2	ENSG00000254798	ENSG00000254798.1	chr11	109907004	109907741	ENST00000531132	HGNC_Symbol	processed_pseudogene	TCF6L3	TFAMP2	-1
TCLLNC1	TCLLNC1	FTH1P24	ENSG00000249302	ENSG00000249302.2	chr4	139546266	139546727	ENST00000503502	HGNC_Symbol	processed_pseudogene	TCLLNC1	FTH1P24	1
TCRAV25S1	TCRAV25S1	TRAV35	ENSG00000211814	ENSG00000211814.1	chr14	22221896	22222475	ENST00000390462	HGNC_Symbol	TR_V_pseudogene	TCRAV25S1	TRAV35	1
TCRAV35S1	TCRAV35S1	TRAV35	ENSG00000211814	ENSG00000211814.1	chr14	22221896	22222475	ENST00000390462	HGNC_Symbol	TR_V_pseudogene	TCRAV35S1	TRAV35	1
TCRAV8S5	TCRAV8S5	TRAV8-5	ENSG00000256379	ENSG00000256379.2	chr14	21903077	21904598	ENST00000537369	HGNC_Symbol	TR_V_pseudogene	TCRAV8S5	TRAV8-5	1
TCRBV10O	TCRBV10O	TRBV21OR9-2	ENSG00000183938	ENSG00000183938.5	chr9	33629121	33629586	ENST00000331828	HGNC_Symbol	TR_V_pseudogene	TCRBV10O	TRBV21OR9-2	1
TCRBV10S1P	TCRBV10S1P	TRBV21-1	ENSG00000251578	ENSG00000251578.1	chr7	142636924	142637384	ENST00000453262	HGNC_Symbol	TR_V_pseudogene	TCRBV10S1P	TRBV21-1	1
TCRBV10S2O	TCRBV10S2O	TRBV21OR9-2	ENSG00000183938	ENSG00000183938.5	chr9	33629121	33629586	ENST00000331828	HGNC_Symbol	TR_V_pseudogene	TCRBV10S2O	TRBV21OR9-2	1
TCRBV11O	TCRBV11O	TRBV25OR9-2	ENSG00000240215	ENSG00000240215.4	chr9	33662166	33662663	ENST00000438417	HGNC_Symbol	TR_V_pseudogene	TCRBV11O	TRBV25OR9-2	1
TCRBV11S2O	TCRBV11S2O	TRBV25OR9-2	ENSG00000240215	ENSG00000240215.4	chr9	33662166	33662663	ENST00000438417	HGNC_Symbol	TR_V_pseudogene	TCRBV11S2O	TRBV25OR9-2	1
TCRBV12S1	TCRBV12S1	TRBV12-1	ENSG00000244661	ENSG00000244661.1	chr7	142415224	142415666	ENST00000479785	HGNC_Symbol	TR_V_pseudogene	TCRBV12S1	TRBV12-1	1
TCRBV12S2	TCRBV12S2	TRBV12-2	ENSG00000211739	ENSG00000211739.4	chr7	142440883	142441325	ENST00000489763	HGNC_Symbol	TR_V_pseudogene	TCRBV12S2	TRBV12-2	1
TCRBV15O	TCRBV15O	TRBV24OR9-2	ENSG00000215206	ENSG00000215206.5	chr9	33649047	33649614	ENST00000416632	HGNC_Symbol	TR_V_pseudogene	TCRBV15O	TRBV24OR9-2	1
TCRBV15S2O	TCRBV15S2O	TRBV24OR9-2	ENSG00000215206	ENSG00000215206.5	chr9	33649047	33649614	ENST00000416632	HGNC_Symbol	TR_V_pseudogene	TCRBV15S2O	TRBV24OR9-2	1
TCRBV19S2O	TCRBV19S2O	TRBV23OR9-2	ENSG00000229063	ENSG00000229063.2	chr9	33638035	33638494	ENST00000390389	HGNC_Symbol	TR_V_pseudogene	TCRBV19S2O	TRBV23OR9-2	1
TCRBV1S1P	TCRBV1S1P	TRBV1	ENSG00000242736	ENSG00000242736.1	chr7	142299177	142299460	ENST00000476502	HGNC_Symbol	TR_V_pseudogene	TCRBV1S1P	TRBV1	1
TCRBV21S1	TCRBV21S1	TRBV21-1	ENSG00000251578	ENSG00000251578.1	chr7	142636924	142637384	ENST00000453262	HGNC_Symbol	TR_V_pseudogene	TCRBV21S1	TRBV21-1	1
TCRBV21S2	TCRBV21S2	TRBV21OR9-2	ENSG00000183938	ENSG00000183938.5	chr9	33629121	33629586	ENST00000331828	HGNC_Symbol	TR_V_pseudogene	TCRBV21S2	TRBV21OR9-2	1
TCRBV22S1	TCRBV22S1	TRBV22-1	ENSG00000240578	ENSG00000240578.1	chr7	142641746	142642196	ENST00000424543	HGNC_Symbol	TR_V_pseudogene	TCRBV22S1	TRBV22-1	1
TCRBV22S2	TCRBV22S2	TRBV22OR9-2	ENSG00000234122	ENSG00000234122.1	chr9	33634111	33634246	ENST00000441373	HGNC_Symbol	TR_V_pseudogene	TCRBV22S2	TRBV22OR9-2	1
TCRBV23S2	TCRBV23S2	TRBV23OR9-2	ENSG00000229063	ENSG00000229063.2	chr9	33638035	33638494	ENST00000390389	HGNC_Symbol	TR_V_pseudogene	TCRBV23S2	TRBV23OR9-2	1
TCRBV24S2	TCRBV24S2	TRBV24OR9-2	ENSG00000215206	ENSG00000215206.5	chr9	33649047	33649614	ENST00000416632	HGNC_Symbol	TR_V_pseudogene	TCRBV24S2	TRBV24OR9-2	1
TCRBV25S2	TCRBV25S2	TRBV25OR9-2	ENSG00000240215	ENSG00000240215.4	chr9	33662166	33662663	ENST00000438417	HGNC_Symbol	TR_V_pseudogene	TCRBV25S2	TRBV25OR9-2	1
TCRBV26S1	TCRBV26S1	TRBV26	ENSG00000249912	ENSG00000249912.1	chr7	142695699	142696183	ENST00000456572	HGNC_Symbol	TR_V_pseudogene	TCRBV26S1	TRBV26	1
TCRBV26S2	TCRBV26S2	TRBV26OR9-2	ENSG00000231165	ENSG00000231165.3	chr9	33695767	33696059	ENST00000432077	HGNC_Symbol	TR_V_pseudogene	TCRBV26S2	TRBV26OR9-2	1
TCRBV27S1P	TCRBV27S1P	TRBV1	ENSG00000242736	ENSG00000242736.1	chr7	142299177	142299460	ENST00000476502	HGNC_Symbol	TR_V_pseudogene	TCRBV27S1P	TRBV1	1
TCRBV28S1P	TCRBV28S1P	TRBV26	ENSG00000249912	ENSG00000249912.1	chr7	142695699	142696183	ENST00000456572	HGNC_Symbol	TR_V_pseudogene	TCRBV28S1P	TRBV26	1
TCRBV28S2	TCRBV28S2	TRBV26OR9-2	ENSG00000231165	ENSG00000231165.3	chr9	33695767	33696059	ENST00000432077	HGNC_Symbol	TR_V_pseudogene	TCRBV28S2	TRBV26OR9-2	1
TCRBV28S2O	TCRBV28S2O	TRBV26OR9-2	ENSG00000231165	ENSG00000231165.3	chr9	33695767	33696059	ENST00000432077	HGNC_Symbol	TR_V_pseudogene	TCRBV28S2O	TRBV26OR9-2	1
TCRBV29S1P	TCRBV29S1P	TRBV22-1	ENSG00000240578	ENSG00000240578.1	chr7	142641746	142642196	ENST00000424543	HGNC_Symbol	TR_V_pseudogene	TCRBV29S1P	TRBV22-1	1
TCRBV29S2	TCRBV29S2	TRBV29OR9-2	ENSG00000223394	ENSG00000223394.2	chr9	33786221	33786828	ENST00000427589	HGNC_Symbol	TR_V_pseudogene	TCRBV29S2	TRBV29OR9-2	1
TCRBV29S2O	TCRBV29S2O	TRBV22OR9-2	ENSG00000234122	ENSG00000234122.1	chr9	33634111	33634246	ENST00000441373	HGNC_Symbol	TR_V_pseudogene	TCRBV29S2O	TRBV22OR9-2	1
TCRBV30S1P	TCRBV30S1P	TRBV8-1	ENSG00000243889	ENSG00000243889.1	chr7	142358639	142358917	ENST00000481590	HGNC_Symbol	TR_V_pseudogene	TCRBV30S1P	TRBV8-1	1
TCRBV31S1	TCRBV31S1	TRBV5-2	ENSG00000242771	ENSG00000242771.1	chr7	142372640	142372912	ENST00000489095	HGNC_Symbol	TR_V_pseudogene	TCRBV31S1	TRBV5-2	1
TCRBV32S1P	TCRBV32S1P	TRBV8-2	ENSG00000239944	ENSG00000239944.1	chr7	142386378	142386647	ENST00000475637	HGNC_Symbol	TR_V_pseudogene	TCRBV32S1P	TRBV8-2	1
TCRBV4O	TCRBV4O	TRBV29OR9-2	ENSG00000223394	ENSG00000223394.2	chr9	33786221	33786828	ENST00000427589	HGNC_Symbol	TR_V_pseudogene	TCRBV4O	TRBV29OR9-2	1
TCRBV4S2O	TCRBV4S2O	TRBV29OR9-2	ENSG00000223394	ENSG00000223394.2	chr9	33786221	33786828	ENST00000427589	HGNC_Symbol	TR_V_pseudogene	TCRBV4S2O	TRBV29OR9-2	1
TCRBV5S2P	TCRBV5S2P	TRBV5-2	ENSG00000242771	ENSG00000242771.1	chr7	142372640	142372912	ENST00000489095	HGNC_Symbol	TR_V_pseudogene	TCRBV5S2P	TRBV5-2	1
TCRBV6S9P	TCRBV6S9P	TRBV7-5	ENSG00000227550	ENSG00000227550.2	chr7	142474096	142474567	ENST00000390382	HGNC_Symbol	TR_V_pseudogene	TCRBV6S9P	TRBV7-5	1
TCRBV7S5	TCRBV7S5	TRBV7-5	ENSG00000227550	ENSG00000227550.2	chr7	142474096	142474567	ENST00000390382	HGNC_Symbol	TR_V_pseudogene	TCRBV7S5	TRBV7-5	1
TCRBV8S1P	TCRBV8S1P	TRBV8-1	ENSG00000243889	ENSG00000243889.1	chr7	142358639	142358917	ENST00000481590	HGNC_Symbol	TR_V_pseudogene	TCRBV8S1P	TRBV8-1	1
TCRBV8S4P	TCRBV8S4P	TRBV12-1	ENSG00000244661	ENSG00000244661.1	chr7	142415224	142415666	ENST00000479785	HGNC_Symbol	TR_V_pseudogene	TCRBV8S4P	TRBV12-1	1
TCRBV8S5P	TCRBV8S5P	TRBV12-2	ENSG00000211739	ENSG00000211739.4	chr7	142440883	142441325	ENST00000489763	HGNC_Symbol	TR_V_pseudogene	TCRBV8S5P	TRBV12-2	1
TCRGV5P	ENSG00000226212.TCRGV5P	TRGV6	ENSG00000226212	ENSG00000226212.2	chr7	38340700	38340998	ENST00000417928	HGNC_Symbol	TR_V_pseudogene	TCRGV5P	TRGV6	-1
TCRGV5P	ENSG00000228668.TCRGV5P	TRGV5P	ENSG00000228668	ENSG00000228668.1	chr7	38345030	38345499	ENST00000419915	HGNC_Symbol	TR_V_pseudogene	TCRGV5P	TRGV5P	-1
TCRGV6	TCRGV6	TRGV6	ENSG00000226212	ENSG00000226212.2	chr7	38340700	38340998	ENST00000417928	HGNC_Symbol	TR_V_pseudogene	TCRGV6	TRGV6	-1
TCRGV7	TCRGV7	TRGV7	ENSG00000249978	ENSG00000249978.1	chr7	38335041	38335514	ENST00000427089	HGNC_Symbol	TR_V_pseudogene	TCRGV7	TRGV7	-1
TCRGVA	TCRGVA	TRGVA	ENSG00000225992	ENSG00000225992.1	chr7	38322446	38322730	ENST00000413819	HGNC_Symbol	TR_V_pseudogene	TCRGVA	TRGVA	-1
TCRGVB	TCRGVB	TRGVB	ENSG00000231202	ENSG00000231202.1	chr7	38295763	38296233	ENST00000453257	HGNC_Symbol	TR_V_pseudogene	TCRGVB	TRGVB	-1
TCTE1P	TCTE1P	DYNLT3P1	ENSG00000232241	ENSG00000232241.1	chr20	17479085	17479431	ENST00000378574	HGNC_Symbol	processed_pseudogene	TCTE1P	DYNLT3P1	-1
TDGF1P2	TDGF1P2	CRIPTOP2	ENSG00000183514	ENSG00000183514.4	chr2	227870083	227870644	ENST00000413322	HGNC_Symbol	processed_pseudogene	TDGF1P2	CRIPTOP2	-1
TDGF1P4	TDGF1P4	CRIPTOP4	ENSG00000217566	ENSG00000217566.2	chr6	3941282	3941801	ENST00000401555	HGNC_Symbol	processed_pseudogene	TDGF1P4	CRIPTOP4	1
TDGF1P5	TDGF1P5	CRIPTOP5	ENSG00000254274	ENSG00000254274.1	chr8	54073114	54073566	ENST00000523009	HGNC_Symbol	processed_pseudogene	TDGF1P5	CRIPTOP5	1
TDGF1P6	TDGF1P6	CRIPTOP6	ENSG00000241438	ENSG00000241438.1	chr3	136155549	136155996	ENST00000463873	HGNC_Symbol	processed_pseudogene	TDGF1P6	CRIPTOP6	1
TDGF1P7	TDGF1P7	CRIPTOP7	ENSG00000269584	ENSG00000269584.1	chr19	39534463	39535021	ENST00000593394	HGNC_Symbol	transcribed_processed_pseudogene	TDGF1P7	CRIPTOP7	1
TDGF2	TDGF2	CRIPTOP2	ENSG00000183514	ENSG00000183514.4	chr2	227870083	227870644	ENST00000413322	HGNC_Symbol	processed_pseudogene	TDGF2	CRIPTOP2	-1
TDGF4	TDGF4	CRIPTOP4	ENSG00000217566	ENSG00000217566.2	chr6	3941282	3941801	ENST00000401555	HGNC_Symbol	processed_pseudogene	TDGF4	CRIPTOP4	1
TDGF5	TDGF5	CRIPTOP5	ENSG00000254274	ENSG00000254274.1	chr8	54073114	54073566	ENST00000523009	HGNC_Symbol	processed_pseudogene	TDGF5	CRIPTOP5	1
TDGF6	TDGF6	CRIPTOP6	ENSG00000241438	ENSG00000241438.1	chr3	136155549	136155996	ENST00000463873	HGNC_Symbol	processed_pseudogene	TDGF6	CRIPTOP6	1
TDGF7	TDGF7	CRIPTOP7	ENSG00000269584	ENSG00000269584.1	chr19	39534463	39535021	ENST00000593394	HGNC_Symbol	transcribed_processed_pseudogene	TDGF7	CRIPTOP7	1
TDPX2	TDPX2	PRDX1P1	ENSG00000214121	ENSG00000214121.4	chr9	12972843	12973438	ENST00000449329	HGNC_Symbol	transcribed_processed_pseudogene	TDPX2	PRDX1P1	-1
TESPL	TESPL	PRSS45P	ENSG00000188086	ENSG00000188086.16	chr3	46742350	46750891	ENST00000442359	HGNC_Symbol	transcribed_unitary_pseudogene	TESPL	PRSS45P	-1
TESSP2	TESSP2	PRSS42P	ENSG00000178055	ENSG00000178055.14	chr3	46830404	46834095	ENST00000661693	HGNC_Symbol	transcribed_unitary_pseudogene	TESSP2	PRSS42P	-1
TESSP3	TESSP3	PRSS43P	ENSG00000286651	ENSG00000286651.3	chr3	46753691	46756816	ENST00000653397	HGNC_Symbol	transcribed_unitary_pseudogene	TESSP3	PRSS43P	-1
TESSP4	TESSP4	PRSS44P	ENSG00000226074	ENSG00000226074.6	chr3	46809359	46812486	ENST00000515154	HGNC_Symbol	transcribed_unitary_pseudogene	TESSP4	PRSS44P	-1
TESSP5	TESSP5	PRSS45P	ENSG00000188086	ENSG00000188086.16	chr3	46742350	46750891	ENST00000442359	HGNC_Symbol	transcribed_unitary_pseudogene	TESSP5	PRSS45P	-1
TESSP6	TESSP6	PRSS46P	ENSG00000261603	ENSG00000261603.4	chr3	46719749	46736388	ENST00000645911	HGNC_Symbol	transcribed_unitary_pseudogene	TESSP6	PRSS46P	-1
TFIIF	TFIIF	GTF2F2P1	ENSG00000251254	ENSG00000251254.1	chr4	147506091	147506765	ENST00000511083	HGNC_Symbol	processed_pseudogene	TFIIF	GTF2F2P1	1
TFP	TFP	INHCAP	ENSG00000242337	ENSG00000242337.8	chr3	133688192	133712802	ENST00000475455	HGNC_Symbol	transcribed_unprocessed_pseudogene	TFP	INHCAP	1
TFP1	TFP1	INHCAP	ENSG00000242337	ENSG00000242337.8	chr3	133688192	133712802	ENST00000475455	HGNC_Symbol	transcribed_unprocessed_pseudogene	TFP1	INHCAP	1
TGB2	TGB2	PPBPP1	ENSG00000250550	ENSG00000250550.3	chr4	73847866	73848829	ENST00000510807	HGNC_Symbol	transcribed_unprocessed_pseudogene	TGB2	PPBPP1	1
TIMM8AP	TIMM8AP	TIMM8AP1	ENSG00000231445	ENSG00000231445.1	chr2	162077357	162077651	ENST00000419283	HGNC_Symbol	transcribed_processed_pseudogene	TIMM8AP	TIMM8AP1	-1
TLK1P	TLK1P	TLK1P1	ENSG00000226783	ENSG00000226783.1	chr9	122685933	122688372	ENST00000456760	HGNC_Symbol	processed_pseudogene	TLK1P	TLK1P1	1
TLK1PS	TLK1PS	TLK1P1	ENSG00000226783	ENSG00000226783.1	chr9	122685933	122688372	ENST00000456760	HGNC_Symbol	processed_pseudogene	TLK1PS	TLK1P1	1
TLT3	TLT3	TREML3P	ENSG00000184106	ENSG00000184106.9	chr6	41209634	41217947	ENST00000457327	HGNC_Symbol	transcribed_unprocessed_pseudogene	TLT3	TREML3P	-1
TLT5	TLT5	TREML5P	ENSG00000225690	ENSG00000225690.1	chr6	41247369	41249649	ENST00000421694	HGNC_Symbol	unprocessed_pseudogene	TLT5	TREML5P	1
TMDCI	TMDCI	ADAM3A	ENSG00000197475	ENSG00000197475.12	chr8	39455339	39522810	ENST00000461344	HGNC_Symbol	transcribed_unitary_pseudogene	TMDCI	ADAM3A	-1
TMDCII	TMDCII	ADAM5	ENSG00000196115	ENSG00000196115.14	chr8	39314591	39417378	ENST00000399789	HGNC_Symbol	transcribed_unitary_pseudogene	TMDCII	ADAM5	1
TMDCIV	TMDCIV	ADAM6	ENSG00000271968	ENSG00000271968.3	chr14	105970168	105971166	ENST00000616762	HGNC_Symbol	transcribed_unprocessed_pseudogene	TMDCIV	ADAM6	-1
TMED10P	TMED10P	TMED10P1	ENSG00000254618	ENSG00000254618.1	chr8	144994886	144995540	ENST00000534816	HGNC_Symbol	processed_pseudogene	TMED10P	TMED10P1	1
TMEM14D	TMEM14D	TMEM14DP	ENSG00000214881	ENSG00000214881.4	chr10	68544489	68544833	ENST00000422205	HGNC_Symbol	processed_pseudogene	TMEM14D	TMEM14DP	-1
TMEM16M	TMEM16M	ANO7L1	ENSG00000237276	ENSG00000237276.10	chr1	16216469	16228027	ENST00000602586	HGNC_Symbol	transcribed_unprocessed_pseudogene	TMEM16M	ANO7L1	-1
TMEM183B	TMEM183B	TMEM183BP	ENSG00000224831	ENSG00000224831.3	chr3	149982181	149983308	ENST00000463122	HGNC_Symbol	processed_pseudogene	TMEM183B	TMEM183BP	-1
TMEM191AP	TMEM191AP	TMEM191A	ENSG00000226287	ENSG00000226287.10	chr22	20702007	20704490	ENST00000637163	HGNC_Symbol	transcribed_unprocessed_pseudogene	TMEM191AP	TMEM191A	1
TMEM30C	TMEM30C	TMEM30CP	ENSG00000235156	ENSG00000235156.6	chr3	100185687	100211766	ENST00000637814	HGNC_Symbol	transcribed_unitary_pseudogene	TMEM30C	TMEM30CP	1
TMP21-II	TMP21-II	TMED10P1	ENSG00000254618	ENSG00000254618.1	chr8	144994886	144995540	ENST00000534816	HGNC_Symbol	processed_pseudogene	TMP21-II	TMED10P1	1
TMPOL1	TMPOL1	TMPOP1	ENSG00000229068	ENSG00000229068.1	chr6	30466452	30467994	ENST00000424642	HGNC_Symbol	processed_pseudogene	TMPOL1	TMPOP1	1
TMPRSS8	TMPRSS8	PRSS30P	ENSG00000172460	ENSG00000172460.20	chr16	2839656	2841328	ENST00000641773	HGNC_Symbol	transcribed_unitary_pseudogene	TMPRSS8	PRSS30P	-1
TMPRSS8P	TMPRSS8P	PRSS30P	ENSG00000172460	ENSG00000172460.20	chr16	2839656	2841328	ENST00000641773	HGNC_Symbol	transcribed_unitary_pseudogene	TMPRSS8P	PRSS30P	-1
TMSB4L	TMSB4L	TMSB4XP6	ENSG00000230043	ENSG00000230043.1	chr20	50840615	50840749	ENST00000415187	HGNC_Symbol	processed_pseudogene	TMSB4L	TMSB4XP6	-1
TMSL6	TMSL6	TMSB4XP6	ENSG00000230043	ENSG00000230043.1	chr20	50840615	50840749	ENST00000415187	HGNC_Symbol	processed_pseudogene	TMSL6	TMSB4XP6	-1
TNFRSF11B	TNFRSF11B	BTF3P11	ENSG00000118903	ENSG00000118903.6	chr13	76928066	76928836	ENST00000426582	HGNC_Symbol	processed_pseudogene	TNFRSF11B	BTF3P11	1
TNX	TNX	TNXA	ENSG00000248290	ENSG00000248290.1	chr6	32008614	32012472	ENST00000507684	HGNC_Symbol	transcribed_unprocessed_pseudogene	TNX	TNXA	-1
TOB2P	TOB2P	TOB2P1	ENSG00000176933	ENSG00000176933.5	chr6	28217643	28218634	ENST00000469761	HGNC_Symbol	processed_pseudogene	TOB2P	TOB2P1	-1
TOB4P	TOB4P	TOB2P1	ENSG00000176933	ENSG00000176933.5	chr6	28217643	28218634	ENST00000469761	HGNC_Symbol	processed_pseudogene	TOB4P	TOB2P1	-1
TP73-AS1	TP73-AS1	GFOD3P	ENSG00000227372	ENSG00000227372.13	chr1	3738434	3746742	ENST00000637775	HGNC_Symbol	transcribed_unitary_pseudogene	TP73-AS1	GFOD3P	-1
TPCR24	TPCR24	OR5E1P	ENSG00000170688	ENSG00000170688.4	chr11	7848700	7849626	ENST00000305754	HGNC_Symbol	transcribed_unprocessed_pseudogene	TPCR24	OR5E1P	1
TPCR26	TPCR26	OR7E18P	ENSG00000180926	ENSG00000180926.6	chr19	9261015	9261716	ENST00000592589	HGNC_Symbol	unprocessed_pseudogene	TPCR26	OR7E18P	-1
TPM5P	TPM5P	TPM3P2	ENSG00000214200	ENSG00000214200.2	chr20	33912323	33913336	ENST00000397772	HGNC_Symbol	processed_pseudogene	TPM5P	TPM3P2	-1
TPRX3P	TPRX3P	TPRXL	ENSG00000180438	ENSG00000180438.16	chr3	14064203	14065442	ENST00000636198	HGNC_Symbol	transcribed_processed_pseudogene	TPRX3P	TPRXL	1
TRA1P1	TRA1P1	HSP90B2P	ENSG00000259706	ENSG00000259706.1	chr15	99257632	99260015	ENST00000559111	HGNC_Symbol	processed_pseudogene	TRA1P1	HSP90B2P	1
TRA1P2	TRA1P2	HSP90B3P	ENSG00000203914	ENSG00000203914.4	chr1	91642516	91644082	ENST00000415545	HGNC_Symbol	processed_pseudogene	TRA1P2	HSP90B3P	1
TRAP1	TRAP1	HSP90B2P	ENSG00000259706	ENSG00000259706.1	chr15	99257632	99260015	ENST00000559111	HGNC_Symbol	processed_pseudogene	TRAP1	HSP90B2P	1
TRAP2	TRAP2	HSP90B3P	ENSG00000203914	ENSG00000203914.4	chr1	91642516	91644082	ENST00000415545	HGNC_Symbol	processed_pseudogene	TRAP2	HSP90B3P	1
TRAV85	TRAV85	TRAV8-5	ENSG00000256379	ENSG00000256379.2	chr14	21903077	21904598	ENST00000537369	HGNC_Symbol	TR_V_pseudogene	TRAV85	TRAV8-5	1
TRBV121	TRBV121	TRBV12-1	ENSG00000244661	ENSG00000244661.1	chr7	142415224	142415666	ENST00000479785	HGNC_Symbol	TR_V_pseudogene	TRBV121	TRBV12-1	1
TRBV122	TRBV122	TRBV12-2	ENSG00000211739	ENSG00000211739.4	chr7	142440883	142441325	ENST00000489763	HGNC_Symbol	TR_V_pseudogene	TRBV122	TRBV12-2	1
TRBV211	TRBV211	TRBV21-1	ENSG00000251578	ENSG00000251578.1	chr7	142636924	142637384	ENST00000453262	HGNC_Symbol	TR_V_pseudogene	TRBV211	TRBV21-1	1
TRBV21/OR9-2	TRBV21/OR9-2	TRBV21OR9-2	ENSG00000183938	ENSG00000183938.5	chr9	33629121	33629586	ENST00000331828	HGNC_Symbol	TR_V_pseudogene	TRBV21/OR9-2	TRBV21OR9-2	1
TRBV22	TRBV22	TRBV22-1	ENSG00000240578	ENSG00000240578.1	chr7	142641746	142642196	ENST00000424543	HGNC_Symbol	TR_V_pseudogene	TRBV22	TRBV22-1	1
TRBV22/OR9-2	TRBV22/OR9-2	TRBV22OR9-2	ENSG00000234122	ENSG00000234122.1	chr9	33634111	33634246	ENST00000441373	HGNC_Symbol	TR_V_pseudogene	TRBV22/OR9-2	TRBV22OR9-2	1
TRBV23/OR9-2	TRBV23/OR9-2	TRBV23OR9-2	ENSG00000229063	ENSG00000229063.2	chr9	33638035	33638494	ENST00000390389	HGNC_Symbol	TR_V_pseudogene	TRBV23/OR9-2	TRBV23OR9-2	1
TRBV23OR92	TRBV23OR92	TRBV23OR9-2	ENSG00000229063	ENSG00000229063.2	chr9	33638035	33638494	ENST00000390389	HGNC_Symbol	TR_V_pseudogene	TRBV23OR92	TRBV23OR9-2	1
TRBV24/OR9-2	TRBV24/OR9-2	TRBV24OR9-2	ENSG00000215206	ENSG00000215206.5	chr9	33649047	33649614	ENST00000416632	HGNC_Symbol	TR_V_pseudogene	TRBV24/OR9-2	TRBV24OR9-2	1
TRBV25/OR9-2	TRBV25/OR9-2	TRBV25OR9-2	ENSG00000240215	ENSG00000240215.4	chr9	33662166	33662663	ENST00000438417	HGNC_Symbol	TR_V_pseudogene	TRBV25/OR9-2	TRBV25OR9-2	1
TRBV26/OR9-2	TRBV26/OR9-2	TRBV26OR9-2	ENSG00000231165	ENSG00000231165.3	chr9	33695767	33696059	ENST00000432077	HGNC_Symbol	TR_V_pseudogene	TRBV26/OR9-2	TRBV26OR9-2	1
TRBV29/OR9-2	TRBV29/OR9-2	TRBV29OR9-2	ENSG00000223394	ENSG00000223394.2	chr9	33786221	33786828	ENST00000427589	HGNC_Symbol	TR_V_pseudogene	TRBV29/OR9-2	TRBV29OR9-2	1
TRBV52	TRBV52	TRBV5-2	ENSG00000242771	ENSG00000242771.1	chr7	142372640	142372912	ENST00000489095	HGNC_Symbol	TR_V_pseudogene	TRBV52	TRBV5-2	1
TRBV75	TRBV75	TRBV7-5	ENSG00000227550	ENSG00000227550.2	chr7	142474096	142474567	ENST00000390382	HGNC_Symbol	TR_V_pseudogene	TRBV75	TRBV7-5	1
TRBV81	TRBV81	TRBV8-1	ENSG00000243889	ENSG00000243889.1	chr7	142358639	142358917	ENST00000481590	HGNC_Symbol	TR_V_pseudogene	TRBV81	TRBV8-1	1
TRBV82	TRBV82	TRBV8-2	ENSG00000239944	ENSG00000239944.1	chr7	142386378	142386647	ENST00000475637	HGNC_Symbol	TR_V_pseudogene	TRBV82	TRBV8-2	1
TREML2P	TREML2P	TREML5P	ENSG00000225690	ENSG00000225690.1	chr6	41247369	41249649	ENST00000421694	HGNC_Symbol	unprocessed_pseudogene	TREML2P	TREML5P	1
TREML2P1	TREML2P1	TREML5P	ENSG00000225690	ENSG00000225690.1	chr6	41247369	41249649	ENST00000421694	HGNC_Symbol	unprocessed_pseudogene	TREML2P1	TREML5P	1
TREML3	TREML3	TREML3P	ENSG00000184106	ENSG00000184106.9	chr6	41209634	41217947	ENST00000457327	HGNC_Symbol	transcribed_unprocessed_pseudogene	TREML3	TREML3P	-1
TRIM26P	TRIM26P	TRIM26BP	ENSG00000236475	ENSG00000236475.1	chr6	30238301	30242279	ENST00000427723	HGNC_Symbol	unprocessed_pseudogene	TRIM26P	TRIM26BP	1
TRIM26P1	TRIM26P1	TRIM26BP	ENSG00000236475	ENSG00000236475.1	chr6	30238301	30242279	ENST00000427723	HGNC_Symbol	unprocessed_pseudogene	TRIM26P1	TRIM26BP	1
TRIM53	TRIM53	TRIM53AP	ENSG00000225581	ENSG00000225581.3	chr11	89993536	89999741	ENST00000532014	HGNC_Symbol	unprocessed_pseudogene	TRIM53	TRIM53AP	-1
TRIM53B	TRIM53B	TRIM53BP	ENSG00000166013	ENSG00000166013.11	chr11	89841997	89850970	ENST00000532912	HGNC_Symbol	unprocessed_pseudogene	TRIM53B	TRIM53BP	1
TRIM53L	TRIM53L	TRIM53BP	ENSG00000166013	ENSG00000166013.11	chr11	89841997	89850970	ENST00000532912	HGNC_Symbol	unprocessed_pseudogene	TRIM53L	TRIM53BP	1
