named.index	unique.index	external_gene_name	ensembl_gene_id	ensembl_gene_id_version	chromosome_name	start_position	end_position	ensembl_transcript_id	external_gene_source	gene_biotype	external_synonym	hgnc_symbol
RLIG1P2	RLIG1P2	RLIG1P2	ENSG00000244561	ENSG00000244561.1	chr3	109396616	109397870	ENST00000467527	HGNC Symbol	processed_pseudogene	C12ORF29P2	RLIG1P2
RLIG1P3	RLIG1P3	RLIG1P3	ENSG00000250962	ENSG00000250962.1	chr8	88485110	88486094	ENST00000509499	HGNC Symbol	processed_pseudogene	C12ORF29P3	RLIG1P3
RLIMP1	RLIMP1	RLIMP1	ENSG00000229456	ENSG00000229456.1	chr13	40618738	40621348	ENST00000339626	HGNC Symbol	processed_pseudogene		RLIMP1
RLIMP2	RLIMP2	RLIMP2	ENSG00000237278	ENSG00000237278.2	chr1	113125321	113126883	ENST00000427891	HGNC Symbol	processed_pseudogene		RLIMP2
RMB8AP1	RMB8AP1	RMB8AP1	ENSG00000258427	ENSG00000258427.3	chr14	60397757	60398281	ENST00000555532	HGNC Symbol	processed_pseudogene	RBM8B	RMB8AP1
RNA5-8SP2	RNA5-8SP2	RNA5-8SP2	ENSG00000200434	ENSG00000200434.1	chr16	34162959	34163110	ENST00000363564	HGNC Symbol	rRNA_pseudogene	RN5-8S2	RNA5-8SP2
RNA5-8SP4	RNA5-8SP4	RNA5-8SP4	ENSG00000201966	ENSG00000201966.1	chr19	24004358	24004507	ENST00000365096	HGNC Symbol	rRNA_pseudogene	RN5-8S4	RNA5-8SP4
RNA5-8SP5	RNA5-8SP5	RNA5-8SP5	ENSG00000202174	ENSG00000202174.1	chr2	132253154	132253305	ENST00000365304	HGNC Symbol	rRNA_pseudogene	RN5-8S5	RNA5-8SP5
RNA5-8SP6	RNA5-8SP6	RNA5-8SP6	ENSG00000251705	ENSG00000251705.1	chrY	10200155	10200306	ENST00000515896	HGNC Symbol	rRNA_pseudogene	RN5-8S6	RNA5-8SP6
RNA5-8SP7	RNA5-8SP7	RNA5-8SP7	ENSG00000200313	ENSG00000200313.1	chr20	5346006	5346160	ENST00000363443	HGNC Symbol	rRNA_pseudogene	RN5-8S7	RNA5-8SP7
RNA5SP100	RNA5SP100	RNA5SP100	ENSG00000222835	ENSG00000222835.1	chr2	91674857	91674966	ENST00000410903	HGNC Symbol	rRNA_pseudogene	RN5S100	RNA5SP100
RNA5SP101	RNA5SP101	RNA5SP101	ENSG00000252845	ENSG00000252845.1	chr2	96956708	96956815	ENST00000517036	HGNC Symbol	rRNA_pseudogene	RN5S101	RNA5SP101
RNA5SP102	RNA5SP102	RNA5SP102	ENSG00000252674	ENSG00000252674.1	chr2	124932915	124933020	ENST00000516865	HGNC Symbol	rRNA_pseudogene	RN5S102	RNA5SP102
RNA5SP103	RNA5SP103	RNA5SP103	ENSG00000238379	ENSG00000238379.1	chr2	128445081	128445198	ENST00000459503	HGNC Symbol	rRNA_pseudogene	RN5S103	RNA5SP103
RNA5SP104	RNA5SP104	RNA5SP104	ENSG00000222921	ENSG00000222921.1	chr2	134231195	134231312	ENST00000410989	HGNC Symbol	rRNA_pseudogene	RN5S104	RNA5SP104
RNA5SP105	RNA5SP105	RNA5SP105	ENSG00000212425	ENSG00000212425.1	chr2	137512098	137512210	ENST00000391123	HGNC Symbol	rRNA_pseudogene	RN5S105	RNA5SP105
RNA5SP106	RNA5SP106	RNA5SP106	ENSG00000253083	ENSG00000253083.1	chr2	147713455	147713554	ENST00000517274	HGNC Symbol	rRNA_pseudogene	RN5S106	RNA5SP106
RNA5SP107	RNA5SP107	RNA5SP107	ENSG00000223290	ENSG00000223290.1	chr2	154590407	154590528	ENST00000411358	HGNC Symbol	rRNA_pseudogene	RN5S107	RNA5SP107
RNA5SP108	RNA5SP108	RNA5SP108	ENSG00000271924	ENSG00000271924.1	chr2	161409554	161409670	ENST00000605921	HGNC Symbol	rRNA_pseudogene	RN5S108	RNA5SP108
RNA5SP109	RNA5SP109	RNA5SP109	ENSG00000212312	ENSG00000212312.1	chr2	162496936	162497051	ENST00000391010	HGNC Symbol	rRNA_pseudogene	RN5S109	RNA5SP109
RNA5SP110	RNA5SP110	RNA5SP110	ENSG00000199508	ENSG00000199508.1	chr2	164858432	164858546	ENST00000362638	HGNC Symbol	rRNA_pseudogene	RN5S110	RNA5SP110
RNA5SP111	RNA5SP111	RNA5SP111	ENSG00000223318	ENSG00000223318.1	chr2	164895677	164895777	ENST00000411386	HGNC Symbol	rRNA_pseudogene	RN5S111	RNA5SP111
RNA5SP112	RNA5SP112	RNA5SP112	ENSG00000251746	ENSG00000251746.1	chr2	177138699	177138797	ENST00000515937	HGNC Symbol	rRNA_pseudogene	RN5S112	RNA5SP112
RNA5SP113	RNA5SP113	RNA5SP113	ENSG00000222418	ENSG00000222418.1	chr2	182048822	182048905	ENST00000410486	HGNC Symbol	rRNA_pseudogene	RN5S113	RNA5SP113
RNA5SP114	RNA5SP114	RNA5SP114	ENSG00000200650	ENSG00000200650.1	chr2	188276732	188276844	ENST00000363780	HGNC Symbol	rRNA_pseudogene	RN5S114	RNA5SP114
RNA5SP115	RNA5SP115	RNA5SP115	ENSG00000223092	ENSG00000223092.1	chr2	200849038	200849144	ENST00000411160	HGNC Symbol	rRNA_pseudogene	RN5S115	RNA5SP115
RNA5SP116	RNA5SP116	RNA5SP116	ENSG00000251941	ENSG00000251941.1	chr2	208054161	208054258	ENST00000516132	HGNC Symbol	rRNA_pseudogene	RN5S116	RNA5SP116
RNA5SP117	RNA5SP117	RNA5SP117	ENSG00000202164	ENSG00000202164.1	chr2	208920547	208920664	ENST00000365294	HGNC Symbol	rRNA_pseudogene	RN5S117	RNA5SP117
RNA5SP118	RNA5SP118	RNA5SP118	ENSG00000222317	ENSG00000222317.1	chr2	209721913	209722021	ENST00000410385	HGNC Symbol	rRNA_pseudogene	RN5S118	RNA5SP118
RNA5SP119	RNA5SP119	RNA5SP119	ENSG00000199585	ENSG00000199585.1	chr2	211535653	211535769	ENST00000362715	HGNC Symbol	rRNA_pseudogene	RN5S119	RNA5SP119
RNA5SP120	RNA5SP120	RNA5SP120	ENSG00000222832	ENSG00000222832.1	chr2	216793489	216793600	ENST00000410900	HGNC Symbol	rRNA_pseudogene	RN5S120	RNA5SP120
RNA5SP121	RNA5SP121	RNA5SP121	ENSG00000252346	ENSG00000252346.1	chr2	227763052	227763152	ENST00000516537	HGNC Symbol	rRNA_pseudogene	RN5S121	RNA5SP121
RNA5SP122	RNA5SP122	RNA5SP122	ENSG00000207186	ENSG00000207186.1	chr2	241584968	241585075	ENST00000384457	HGNC Symbol	rRNA_pseudogene	RN5S122	RNA5SP122
RNA5SP123	RNA5SP123	RNA5SP123	ENSG00000200114	ENSG00000200114.1	chr3	12511095	12511213	ENST00000363244	HGNC Symbol	rRNA_pseudogene	RN5S123	RNA5SP123
RNA5SP124	RNA5SP124	RNA5SP124	ENSG00000199609	ENSG00000199609.1	chr3	14394648	14394757	ENST00000362739	HGNC Symbol	rRNA_pseudogene	RN5S124	RNA5SP124
RNA5SP125	RNA5SP125	RNA5SP125	ENSG00000201713	ENSG00000201713.1	chr3	25025007	25025126	ENST00000364843	HGNC Symbol	rRNA_pseudogene	RN5S125	RNA5SP125
RNA5SP126	RNA5SP126	RNA5SP126	ENSG00000201962	ENSG00000201962.1	chr3	25352284	25352392	ENST00000365092	HGNC Symbol	rRNA_pseudogene	RN5S126	RNA5SP126
RNA5SP127	RNA5SP127	RNA5SP127	ENSG00000222983	ENSG00000222983.1	chr3	31228715	31228847	ENST00000411051	HGNC Symbol	rRNA_pseudogene	RN5S127	RNA5SP127
RNA5SP128	RNA5SP128	RNA5SP128	ENSG00000202175	ENSG00000202175.1	chr3	33491983	33492098	ENST00000365305	HGNC Symbol	rRNA_pseudogene	RN5S128	RNA5SP128
RNA5SP129	RNA5SP129	RNA5SP129	ENSG00000222208	ENSG00000222208.1	chr3	37341649	37341766	ENST00000410276	HGNC Symbol	rRNA_pseudogene	RN5S129	RNA5SP129
RNA5SP130	RNA5SP130	RNA5SP130	ENSG00000201301	ENSG00000201301.1	chr3	49467115	49467228	ENST00000364431	HGNC Symbol	rRNA_pseudogene	RN5S130	RNA5SP130
RNA5SP131	RNA5SP131	RNA5SP131	ENSG00000202322	ENSG00000202322.1	chr3	50419781	50419899	ENST00000365452	HGNC Symbol	rRNA_pseudogene	RN5S131	RNA5SP131
RNA5SP132	RNA5SP132	RNA5SP132	ENSG00000201595	ENSG00000201595.1	chr3	51694465	51694582	ENST00000364725	HGNC Symbol	rRNA_pseudogene	RN5S132	RNA5SP132
RNA5SP133	RNA5SP133	RNA5SP133	ENSG00000200238	ENSG00000200238.1	chr3	56185104	56185222	ENST00000363368	HGNC Symbol	rRNA_pseudogene	RN5S133	RNA5SP133
RNA5SP134	RNA5SP134	RNA5SP134	ENSG00000252301	ENSG00000252301.1	chr3	63545440	63545535	ENST00000516492	HGNC Symbol	rRNA_pseudogene	RN5S134	RNA5SP134
RNA5SP135	RNA5SP135	RNA5SP135	ENSG00000252828	ENSG00000252828.1	chr3	68882967	68883091	ENST00000517019	HGNC Symbol	rRNA_pseudogene	RN5S135	RNA5SP135
RNA5SP136	RNA5SP136	RNA5SP136	ENSG00000222838	ENSG00000222838.1	chr3	72691705	72691811	ENST00000410906	HGNC Symbol	rRNA_pseudogene	RN5S136	RNA5SP136
RNA5SP137	RNA5SP137	RNA5SP137	ENSG00000252642	ENSG00000252642.1	chr3	125058304	125058438	ENST00000516833	HGNC Symbol	rRNA_pseudogene	RN5S137	RNA5SP137
RNA5SP138	RNA5SP138	RNA5SP138	ENSG00000201968	ENSG00000201968.1	chr3	126564565	126564678	ENST00000365098	HGNC Symbol	rRNA_pseudogene	RN5S138	RNA5SP138
RNA5SP139	RNA5SP139	RNA5SP139	ENSG00000201210	ENSG00000201210.1	chr3	127963608	127963724	ENST00000364340	HGNC Symbol	rRNA_pseudogene	RN5S139	RNA5SP139
RNA5SP140	RNA5SP140	RNA5SP140	ENSG00000201394	ENSG00000201394.1	chr3	133710076	133710167	ENST00000364524	HGNC Symbol	rRNA_pseudogene	RN5S140	RNA5SP140
RNA5SP141	RNA5SP141	RNA5SP141	ENSG00000201413	ENSG00000201413.1	chr3	134783436	134783555	ENST00000364543	HGNC Symbol	rRNA_pseudogene	RN5S141	RNA5SP141
RNA5SP142	RNA5SP142	RNA5SP142	ENSG00000201325	ENSG00000201325.1	chr3	137518134	137518255	ENST00000364455	HGNC Symbol	rRNA_pseudogene	RN5S142	RNA5SP142
RNA5SP143	RNA5SP143	RNA5SP143	ENSG00000252745	ENSG00000252745.1	chr3	142591677	142591791	ENST00000516936	HGNC Symbol	rRNA_pseudogene	RN5S143	RNA5SP143
RNA5SP144	RNA5SP144	RNA5SP144	ENSG00000222778	ENSG00000222778.1	chr3	144186905	144187020	ENST00000410846	HGNC Symbol	rRNA_pseudogene	RN5S144	RNA5SP144
RNA5SP145	RNA5SP145	RNA5SP145	ENSG00000199994	ENSG00000199994.1	chr3	151188099	151188223	ENST00000363124	HGNC Symbol	rRNA_pseudogene	RN5S145	RNA5SP145
RNA5SP146	RNA5SP146	RNA5SP146	ENSG00000222675	ENSG00000222675.1	chr3	157173918	157174040	ENST00000410743	HGNC Symbol	rRNA_pseudogene	RN5S146	RNA5SP146
RNA5SP147	RNA5SP147	RNA5SP147	ENSG00000252302	ENSG00000252302.1	chr3	176763233	176763341	ENST00000516493	HGNC Symbol	rRNA_pseudogene	RN5S147	RNA5SP147
RNA5SP148	RNA5SP148	RNA5SP148	ENSG00000252336	ENSG00000252336.1	chr3	178429197	178429290	ENST00000516527	HGNC Symbol	rRNA_pseudogene	RN5S148	RNA5SP148
RNA5SP149	RNA5SP149	RNA5SP149	ENSG00000201822	ENSG00000201822.1	chr3	180161886	180161977	ENST00000364952	HGNC Symbol	rRNA_pseudogene	RN5S149	RNA5SP149
RNA5SP151	RNA5SP151	RNA5SP151	ENSG00000202502	ENSG00000202502.1	chr3	183258300	183258416	ENST00000365632	HGNC Symbol	rRNA_pseudogene	RN5S151	RNA5SP151
RNA5SP152	RNA5SP152	RNA5SP152	ENSG00000202054	ENSG00000202054.1	chr4	8393015	8393124	ENST00000365184	HGNC Symbol	rRNA_pseudogene	RN5S152	RNA5SP152
RNA5SP153	RNA5SP153	RNA5SP153	ENSG00000252307	ENSG00000252307.1	chr4	9411178	9411253	ENST00000516498	HGNC Symbol	rRNA_pseudogene	RN5S153	RNA5SP153
RNA5SP154	RNA5SP154	RNA5SP154	ENSG00000252002	ENSG00000252002.1	chr4	9792751	9792861	ENST00000516193	HGNC Symbol	rRNA_pseudogene	RN5S154	RNA5SP154
RNA5SP155	RNA5SP155	RNA5SP155	ENSG00000223086	ENSG00000223086.1	chr4	10115756	10115884	ENST00000411154	HGNC Symbol	rRNA_pseudogene	RN5S155	RNA5SP155
RNA5SP156	RNA5SP156	RNA5SP156	ENSG00000222182	ENSG00000222182.1	chr4	11414051	11414160	ENST00000410250	HGNC Symbol	rRNA_pseudogene	RN5S156	RNA5SP156
RNA5SP157	RNA5SP157	RNA5SP157	ENSG00000251816	ENSG00000251816.1	chr4	19181814	19181856	ENST00000516007	HGNC Symbol	rRNA_pseudogene	RN5S157	RNA5SP157
RNA5SP158	RNA5SP158	RNA5SP158	ENSG00000222230	ENSG00000222230.1	chr4	38758791	38758892	ENST00000410298	HGNC Symbol	rRNA_pseudogene	RN5S158	RNA5SP158
RNA5SP159	RNA5SP159	RNA5SP159	ENSG00000252970	ENSG00000252970.1	chr4	39936753	39936855	ENST00000517161	HGNC Symbol	rRNA_pseudogene	RN5S159	RNA5SP159
RNA5SP160	RNA5SP160	RNA5SP160	ENSG00000201736	ENSG00000201736.1	chr4	40990154	40990273	ENST00000364866	HGNC Symbol	rRNA_pseudogene	RN5S160	RNA5SP160
RNA5SP161	RNA5SP161	RNA5SP161	ENSG00000200741	ENSG00000200741.1	chr4	56097390	56097504	ENST00000363871	HGNC Symbol	rRNA_pseudogene	RN5S161	RNA5SP161
RNA5SP162	RNA5SP162	RNA5SP162	ENSG00000251823	ENSG00000251823.2	chr1	228558296	228558339	ENST00000516014	HGNC Symbol	rRNA_pseudogene	RN5S162	RNA5SP162
RNA5SP163	RNA5SP163	RNA5SP163	ENSG00000222236	ENSG00000222236.1	chr4	71759518	71759616	ENST00000410304	HGNC Symbol	rRNA_pseudogene	RN5S163	RNA5SP163
RNA5SP164	RNA5SP164	RNA5SP164	ENSG00000252342	ENSG00000252342.1	chr4	93820171	93820280	ENST00000516533	HGNC Symbol	rRNA_pseudogene	RN5S164	RNA5SP164
RNA5SP165	RNA5SP165	RNA5SP165	ENSG00000252951	ENSG00000252951.1	chr4	147745303	147745417	ENST00000517142	HGNC Symbol	rRNA_pseudogene	RN5S165	RNA5SP165
RNA5SP166	RNA5SP166	RNA5SP166	ENSG00000201846	ENSG00000201846.1	chr4	148557947	148558048	ENST00000364976	HGNC Symbol	rRNA_pseudogene	RN5S166	RNA5SP166
RNA5SP167	RNA5SP167	RNA5SP167	ENSG00000202331	ENSG00000202331.1	chr4	149907560	149907675	ENST00000365461	HGNC Symbol	rRNA_pseudogene	RN5S167	RNA5SP167
RNA5SP168	RNA5SP168	RNA5SP168	ENSG00000252451	ENSG00000252451.1	chr4	150970671	150970782	ENST00000516642	HGNC Symbol	rRNA_pseudogene	RN5S168	RNA5SP168
RNA5SP169	RNA5SP169	RNA5SP169	ENSG00000253077	ENSG00000253077.1	chr4	151971497	151971613	ENST00000517268	HGNC Symbol	rRNA_pseudogene	RN5S169	RNA5SP169
RNA5SP170	RNA5SP170	RNA5SP170	ENSG00000252959	ENSG00000252959.1	chr4	166053187	166053287	ENST00000517150	HGNC Symbol	rRNA_pseudogene	RN5S170	RNA5SP170
RNA5SP171	RNA5SP171	RNA5SP171	ENSG00000212373	ENSG00000212373.1	chr4	166918364	166918478	ENST00000391071	HGNC Symbol	rRNA_pseudogene	RN5S171	RNA5SP171
RNA5SP173	RNA5SP173	RNA5SP173	ENSG00000201727	ENSG00000201727.1	chr4	178406695	178406830	ENST00000364857	HGNC Symbol	rRNA_pseudogene	RN5S173	RNA5SP173
RNA5SP174	RNA5SP174	RNA5SP174	ENSG00000199572	ENSG00000199572.1	chr4	190015138	190015255	ENST00000362702	HGNC Symbol	rRNA_pseudogene	RN5S174	RNA5SP174
RNA5SP175	RNA5SP175	RNA5SP175	ENSG00000201145	ENSG00000201145.1	chr4	190017696	190017814	ENST00000364275	HGNC Symbol	rRNA_pseudogene	RN5S175	RNA5SP175
RNA5SP176	RNA5SP176	RNA5SP176	ENSG00000212258	ENSG00000212258.1	chr5	7047227	7047336	ENST00000390956	HGNC Symbol	rRNA_pseudogene	RN5S176	RNA5SP176
RNA5SP177	RNA5SP177	RNA5SP177	ENSG00000222054	ENSG00000222054.1	chr5	9760907	9761013	ENST00000410122	HGNC Symbol	rRNA_pseudogene	RN5S177	RNA5SP177
RNA5SP178	RNA5SP178	RNA5SP178	ENSG00000222312	ENSG00000222312.1	chr5	16033229	16033356	ENST00000410380	HGNC Symbol	rRNA_pseudogene	RN5S178	RNA5SP178
RNA5SP179	RNA5SP179	RNA5SP179	ENSG00000253093	ENSG00000253093.1	chr5	16853994	16854114	ENST00000517284	HGNC Symbol	rRNA_pseudogene	RN5S179	RNA5SP179
RNA5SP18	RNA5SP18	RNA5SP18	ENSG00000212237	ENSG00000212237.1	chr1	228647912	228648032	ENST00000390935	HGNC Symbol	rRNA_pseudogene	RN5S18	RNA5SP18
RNA5SP180	RNA5SP180	RNA5SP180	ENSG00000251990	ENSG00000251990.1	chr5	17156971	17157071	ENST00000516181	HGNC Symbol	rRNA_pseudogene	RN5S180	RNA5SP180
RNA5SP181	RNA5SP181	RNA5SP181	ENSG00000222178	ENSG00000222178.1	chr5	36485343	36485440	ENST00000410246	HGNC Symbol	rRNA_pseudogene	RN5S181	RNA5SP181
RNA5SP182	RNA5SP182	RNA5SP182	ENSG00000251873	ENSG00000251873.1	chr5	51886688	51886769	ENST00000516064	HGNC Symbol	rRNA_pseudogene	RN5S182	RNA5SP182
RNA5SP183	RNA5SP183	RNA5SP183	ENSG00000199322	ENSG00000199322.1	chr5	55777469	55777587	ENST00000362452	HGNC Symbol	rRNA_pseudogene	RN5S183	RNA5SP183
RNA5SP184	RNA5SP184	RNA5SP184	ENSG00000223003	ENSG00000223003.1	chr5	56146739	56146846	ENST00000411071	HGNC Symbol	rRNA_pseudogene	RN5S184	RNA5SP184
RNA5SP185	RNA5SP185	RNA5SP185	ENSG00000212265	ENSG00000212265.1	chr5	56260333	56260446	ENST00000390963	HGNC Symbol	rRNA_pseudogene	RN5S185	RNA5SP185
RNA5SP186	RNA5SP186	RNA5SP186	ENSG00000252833	ENSG00000252833.1	chr5	76091708	76091801	ENST00000517024	HGNC Symbol	rRNA_pseudogene	RN5S186	RNA5SP186
RNA5SP187	RNA5SP187	RNA5SP187	ENSG00000207129	ENSG00000207129.1	chr5	88274258	88274376	ENST00000384400	HGNC Symbol	rRNA_pseudogene	RN5S187	RNA5SP187
RNA5SP188	RNA5SP188	RNA5SP188	ENSG00000199786	ENSG00000199786.1	chr5	102131007	102131135	ENST00000362916	HGNC Symbol	rRNA_pseudogene	RN5S188	RNA5SP188
RNA5SP189	RNA5SP189	RNA5SP189	ENSG00000201790	ENSG00000201790.1	chr5	105922994	105923108	ENST00000364920	HGNC Symbol	rRNA_pseudogene	RN5S189	RNA5SP189
RNA5SP19	RNA5SP19	RNA5SP19	ENSG00000202056	ENSG00000202056.1	chr1	228555793	228555901	ENST00000365186	HGNC Symbol	rRNA_pseudogene	RN5S19	RNA5SP19
RNA5SP190	RNA5SP190	RNA5SP190	ENSG00000202092	ENSG00000202092.1	chr5	119445716	119445833	ENST00000365222	HGNC Symbol	rRNA_pseudogene	RN5S190	RNA5SP190
RNA5SP191	RNA5SP191	RNA5SP191	ENSG00000199455	ENSG00000199455.1	chr5	130114409	130114510	ENST00000362585	HGNC Symbol	rRNA_pseudogene	RN5S191	RNA5SP191
RNA5SP192	RNA5SP192	RNA5SP192	ENSG00000201274	ENSG00000201274.1	chr5	132848577	132848696	ENST00000364404	HGNC Symbol	rRNA_pseudogene	RN5S192	RNA5SP192
RNA5SP193	RNA5SP193	RNA5SP193	ENSG00000222285	ENSG00000222285.1	chr5	136969200	136969306	ENST00000410353	HGNC Symbol	rRNA_pseudogene	RN5S193	RNA5SP193
RNA5SP195	RNA5SP195	RNA5SP195	ENSG00000199545	ENSG00000199545.1	chr5	139299852	139299968	ENST00000362675	HGNC Symbol	rRNA_pseudogene	RN5S195	RNA5SP195
RNA5SP196	RNA5SP196	RNA5SP196	ENSG00000280646	ENSG00000280646.2	chr5	146586099	146586200	ENST00000625967	HGNC Symbol	rRNA_pseudogene	RN5S196	RNA5SP196
RNA5SP197	RNA5SP197	RNA5SP197	ENSG00000200227	ENSG00000200227.1	chr5	151477459	151477577	ENST00000363357	HGNC Symbol	rRNA_pseudogene	RN5S197	RNA5SP197
RNA5SP198	RNA5SP198	RNA5SP198	ENSG00000222308	ENSG00000222308.1	chr5	151875566	151875692	ENST00000410376	HGNC Symbol	rRNA_pseudogene	RN5S198	RNA5SP198
RNA5SP199	RNA5SP199	RNA5SP199	ENSG00000200275	ENSG00000200275.1	chr5	155845437	155845528	ENST00000363405	HGNC Symbol	rRNA_pseudogene	RN5S199	RNA5SP199
RNA5SP20	RNA5SP20	RNA5SP20	ENSG00000251785	ENSG00000251785.1	chr1	77614869	77614952	ENST00000515976	HGNC Symbol	rRNA_pseudogene	RN5S20	RNA5SP20
RNA5SP200	RNA5SP200	RNA5SP200	ENSG00000252169	ENSG00000252169.1	chr5	173292517	173292619	ENST00000516360	HGNC Symbol	rRNA_pseudogene	RN5S200	RNA5SP200
RNA5SP201	RNA5SP201	RNA5SP201	ENSG00000222248	ENSG00000222248.1	chr6	3088686	3088809	ENST00000410316	HGNC Symbol	rRNA_pseudogene	RN5S201	RNA5SP201
RNA5SP202	RNA5SP202	RNA5SP202	ENSG00000201185	ENSG00000201185.1	chr6	4427963	4428081	ENST00000364315	HGNC Symbol	rRNA_pseudogene	RN5S202	RNA5SP202
RNA5SP203	RNA5SP203	RNA5SP203	ENSG00000222383	ENSG00000222383.1	chr6	10752791	10752926	ENST00000410451	HGNC Symbol	rRNA_pseudogene	RN5S203	RNA5SP203
RNA5SP204	RNA5SP204	RNA5SP204	ENSG00000201415	ENSG00000201415.1	chr6	17721786	17721903	ENST00000364545	HGNC Symbol	rRNA_pseudogene	RN5S204	RNA5SP204
RNA5SP205	RNA5SP205	RNA5SP205	ENSG00000201523	ENSG00000201523.1	chr6	19438283	19438418	ENST00000364653	HGNC Symbol	rRNA_pseudogene	RN5S205	RNA5SP205
RNA5SP206	RNA5SP206	RNA5SP206	ENSG00000252512	ENSG00000252512.1	chr6	32078508	32078628	ENST00000516703	HGNC Symbol	rRNA_pseudogene	RN5S206	RNA5SP206
RNA5SP207	RNA5SP207	RNA5SP207	ENSG00000212176	ENSG00000212176.1	chr6	41239520	41239626	ENST00000390874	HGNC Symbol	rRNA_pseudogene	RN5S207	RNA5SP207
RNA5SP208	RNA5SP208	RNA5SP208	ENSG00000251965	ENSG00000251965.1	chr6	67467231	67467308	ENST00000516156	HGNC Symbol	rRNA_pseudogene	RN5S208	RNA5SP208
RNA5SP209	RNA5SP209	RNA5SP209	ENSG00000223169	ENSG00000223169.1	chr6	75865239	75865335	ENST00000411237	HGNC Symbol	rRNA_pseudogene	RN5S209	RNA5SP209
RNA5SP21	RNA5SP21	RNA5SP21	ENSG00000222849	ENSG00000222849.1	chr1	77779904	77779999	ENST00000410917	HGNC Symbol	rRNA_pseudogene	RN5S21	RNA5SP21
RNA5SP210	RNA5SP210	RNA5SP210	ENSG00000212336	ENSG00000212336.1	chr6	81622200	81622319	ENST00000391034	HGNC Symbol	rRNA_pseudogene	RN5S210	RNA5SP210
RNA5SP211	RNA5SP211	RNA5SP211	ENSG00000202386	ENSG00000202386.1	chr6	106449381	106449497	ENST00000365516	HGNC Symbol	rRNA_pseudogene	RN5S211	RNA5SP211
RNA5SP212	RNA5SP212	RNA5SP212	ENSG00000212525	ENSG00000212525.1	chr6	108252401	108252507	ENST00000391223	HGNC Symbol	rRNA_pseudogene	RN5S212	RNA5SP212
RNA5SP213	RNA5SP213	RNA5SP213	ENSG00000212333	ENSG00000212333.1	chr6	114220681	114220786	ENST00000391031	HGNC Symbol	rRNA_pseudogene	RN5S213	RNA5SP213
RNA5SP214	RNA5SP214	RNA5SP214	ENSG00000200248	ENSG00000200248.1	chr6	117060682	117060799	ENST00000363378	HGNC Symbol	rRNA_pseudogene	RN5S214	RNA5SP214
RNA5SP215	RNA5SP215	RNA5SP215	ENSG00000200310	ENSG00000200310.1	chr6	120686621	120686742	ENST00000363440	HGNC Symbol	rRNA_pseudogene	RN5S215	RNA5SP215
RNA5SP216	RNA5SP216	RNA5SP216	ENSG00000251920	ENSG00000251920.1	chr6	125979812	125979934	ENST00000516111	HGNC Symbol	rRNA_pseudogene	RN5S216	RNA5SP216
RNA5SP217	RNA5SP217	RNA5SP217	ENSG00000251768	ENSG00000251768.1	chr6	127317883	127317973	ENST00000515959	HGNC Symbol	rRNA_pseudogene	RN5S217	RNA5SP217
RNA5SP218	RNA5SP218	RNA5SP218	ENSG00000200058	ENSG00000200058.1	chr6	134257035	134257143	ENST00000363188	HGNC Symbol	rRNA_pseudogene	RN5S218	RNA5SP218
RNA5SP219	RNA5SP219	RNA5SP219	ENSG00000212242	ENSG00000212242.1	chr6	136630243	136630355	ENST00000390940	HGNC Symbol	rRNA_pseudogene	RN5S219	RNA5SP219
RNA5SP22	RNA5SP22	RNA5SP22	ENSG00000202263	ENSG00000202263.1	chr1	78094807	78094915	ENST00000365393	HGNC Symbol	rRNA_pseudogene	RN5S22	RNA5SP22
RNA5SP220	RNA5SP220	RNA5SP220	ENSG00000252107	ENSG00000252107.1	chr6	140158591	140158694	ENST00000516298	HGNC Symbol	rRNA_pseudogene	RN5S220	RNA5SP220
RNA5SP221	RNA5SP221	RNA5SP221	ENSG00000223203	ENSG00000223203.1	chr6	143449809	143449911	ENST00000411271	HGNC Symbol	rRNA_pseudogene	RN5S221	RNA5SP221
RNA5SP222	RNA5SP222	RNA5SP222	ENSG00000222971	ENSG00000222971.1	chr6	146340420	146340524	ENST00000411039	HGNC Symbol	rRNA_pseudogene	RN5S222	RNA5SP222
RNA5SP223	RNA5SP223	RNA5SP223	ENSG00000202044	ENSG00000202044.1	chr6	152410275	152410394	ENST00000365174	HGNC Symbol	rRNA_pseudogene	RN5S223	RNA5SP223
RNA5SP224	RNA5SP224	RNA5SP224	ENSG00000201939	ENSG00000201939.1	chr6	153159220	153159345	ENST00000365069	HGNC Symbol	rRNA_pseudogene	RN5S224	RNA5SP224
RNA5SP225	RNA5SP225	RNA5SP225	ENSG00000222806	ENSG00000222806.1	chr6	153420438	153420572	ENST00000410874	HGNC Symbol	rRNA_pseudogene	RN5S225	RNA5SP225
RNA5SP226	RNA5SP226	RNA5SP226	ENSG00000199523	ENSG00000199523.1	chr6	165409562	165409676	ENST00000362653	HGNC Symbol	rRNA_pseudogene	RN5S226	RNA5SP226
RNA5SP227	RNA5SP227	RNA5SP227	ENSG00000251993	ENSG00000251993.1	chr7	22298594	22298706	ENST00000516184	HGNC Symbol	rRNA_pseudogene	RN5S227	RNA5SP227
RNA5SP228	RNA5SP228	RNA5SP228	ENSG00000252041	ENSG00000252041.1	chr7	24132705	24132837	ENST00000516232	HGNC Symbol	rRNA_pseudogene	RN5S228	RNA5SP228
