"","external_gene_name","ensembl_gene_id","ensembl_gene_id_version","chromosome_name","start_position","end_position"
"48855","HMGB3P14","ENSG00000231845","ENSG00000231845.3","3",134170487,134171085
"48856","LINC02004","ENSG00000240006","ENSG00000240006.1","3",134313576,134321171
"48859","MIR548O","ENSG00000221510","ENSG00000221510.1","7",102405742,102405855
"48861","GRK6","ENSG00000198055","ENSG00000198055.11","5",177403204,177442901
"48862","RPL39P5","ENSG00000214289","ENSG00000214289.2","3",134351852,134356561
"48864","ALKBH4","ENSG00000160993","ENSG00000160993.4","7",102456238,102464863
"48865","HMGN1P9","ENSG00000248377","ENSG00000248377.1","3",134385197,134385494
"48866","HMGB3P13","ENSG00000214288","ENSG00000214288.4","3",134437605,134438211
"48868","RPTN","ENSG00000215853","ENSG00000215853.3","1",152153595,152159228
"48869","KY","ENSG00000174611","ENSG00000174611.12","3",134599923,134651636
"48871","MGST3","ENSG00000143198","ENSG00000143198.13","1",165631213,165661796
"48872","FXYD1","ENSG00000266964","ENSG00000266964.6","19",35138824,35143109
"48873","LRWD1","ENSG00000161036","ENSG00000161036.13","7",102464956,102473168
"48876","IDH1-AS1","ENSG00000231908","ENSG00000231908.1","2",208255247,208256181
"48877","SEC23A-AS1","ENSG00000258651","ENSG00000258651.1","14",39103140,39103812
"48878","PPIAP4","ENSG00000258591","ENSG00000258591.2","14",39108342,39108707
"48879","CCNT2-AS1","ENSG00000224043","ENSG00000224043.8","2",134735464,134918710
"48880","TRAPPC6B","ENSG00000182400","ENSG00000182400.15","14",39147811,39170532
"48881","OR7E28P","ENSG00000251491","ENSG00000251491.2","2",158862311,158863285
"48884","CTSB","ENSG00000164733","ENSG00000164733.22","8",11842524,11869533
"48885","SNHG31","ENSG00000229267","ENSG00000229267.3","2",214810181,214963575
"48886","FAM133DP","ENSG00000230562","ENSG00000230562.3","2",157379724,157380414
"48887","C1QL2","ENSG00000144119","ENSG00000144119.4","2",119156243,119158751
"48889","THORLNC","ENSG00000226856","ENSG00000226856.7","2",118132128,118222250
"48891","GOLGA8Q","ENSG00000178115","ENSG00000178115.11","15",30552078,30562501
"48892","PECR","ENSG00000115425","ENSG00000115425.14","2",215996329,216082955
"48894","S100A7P1","ENSG00000203781","ENSG00000203781.4","1",153427020,153428401
"48895","RNU6-1174P","ENSG00000253087","ENSG00000253087.1","3",134780527,134780627
"48896","RNA5SP141","ENSG00000201413","ENSG00000201413.1","3",134783436,134783555
"48897","EMC3-AS1","ENSG00000180385","ENSG00000180385.8","3",9986893,10006990
"48899","CASQ1","ENSG00000143318","ENSG00000143318.13","1",160190575,160201886
"48900","RNF214","ENSG00000167257","ENSG00000167257.11","11",117232625,117286454
"48902","RPL7AP2","ENSG00000241984","ENSG00000241984.2","14",39156742,39157852
"48904","PNN","ENSG00000100941","ENSG00000100941.9","14",39175183,39183220
"48905","CYCSP10","ENSG00000232901","ENSG00000232901.1","3",10000647,10000940
"48907","MIR5090","ENSG00000284176","ENSG00000284176.1","7",102465742,102465826
"48908","MIR4467","ENSG00000284596","ENSG00000284596.1","7",102471469,102471531
"48909","POLR2J","ENSG00000005075","ENSG00000005075.15","7",102473118,102478907
"48910","RN7SL796P","ENSG00000277031","ENSG00000277031.1","15",30560644,30560934
"48911","CIDECP1","ENSG00000186162","ENSG00000186162.10","3",10014238,10026365
"48912","DNM1P50","ENSG00000259890","ENSG00000259890.1","15",30567822,30571089
"48913","ULK4P2","ENSG00000260128","ENSG00000260128.6","15",30572738,30600647
"48916","LINC02080","ENSG00000267065","ENSG00000267065.2","17",76799044,76807102
"48917","RNU6-670P","ENSG00000201182","ENSG00000201182.1","3",10037552,10037655
"48918","RASA4B","ENSG00000170667","ENSG00000170667.15","7",102479976,102517777
"48919","CYCSP11","ENSG00000229217","ENSG00000229217.1","3",10057973,10058287
"48920","SOCS3-DT","ENSG00000266970","ENSG00000266970.1","17",78360453,78373911
"48921","FANCD2OS","ENSG00000163705","ENSG00000163705.13","3",10081317,10108255
"48922","U8","ENSG00000207430","ENSG00000207430.1","15",30581184,30581316
"48923","C17orf64","ENSG00000141371","ENSG00000141371.13","17",60392429,60431426
"48925","FCRL5","ENSG00000143297","ENSG00000143297.19","1",157513377,157552515
"48926","RN7SL628P","ENSG00000277467","ENSG00000277467.1","15",30612724,30612960
"48929","MTCO1P17","ENSG00000223619","ENSG00000223619.1","2",202614214,202614704
"48930","ARHGAP11B","ENSG00000285077","ENSG00000285077.2","15",30624494,30649529
"48934","BRK1","ENSG00000254999","ENSG00000254999.4","3",10115675,10127190
"48935","PPIAP68","ENSG00000213739","ENSG00000213739.3","2",205949091,205950145
"48936","PLEKHA2","ENSG00000169499","ENSG00000169499.15","8",38901235,38973912
"48942","IRAK2","ENSG00000134070","ENSG00000134070.5","3",10164919,10243745
"48944","LINC01977","ENSG00000262772","ENSG00000262772.2","17",79819083,79827704
"48945","ELF2P4","ENSG00000225406","ENSG00000225406.1","2",185547135,185547818
"48949","YTHDF2P1","ENSG00000270503","ENSG00000270503.1","14",39215065,39216335
"48951","LINC01856","ENSG00000237574","ENSG00000237574.1","2",129923177,129946703
"48954","AP2A1","ENSG00000196961","ENSG00000196961.13","19",49767001,49807114
"48955","CSH1","ENSG00000136488","ENSG00000136488.15","17",63894909,63896661
"48959","Y_RNA","ENSG00000206846","ENSG00000206846.1","15",30673750,30673843
"48961","GOLGA8UP","ENSG00000103832","ENSG00000103832.10","15",30791573,30801859
"48962","ARHGAP15","ENSG00000075884","ENSG00000075884.14","2",143091362,143768352
"48963","VRK1","ENSG00000100749","ENSG00000100749.9","14",96797304,96954846
"48965","RN7SL82P","ENSG00000278696","ENSG00000278696.1","15",30800160,30800396
"48966","HERC2P10","ENSG00000259845","ENSG00000259845.1","15",30815271,30844153
"48967","LINC00852","ENSG00000231177","ENSG00000231177.4","3",10284419,10285746
"48968","GHRL","ENSG00000157017","ENSG00000157017.16","3",10285666,10292947
"48969","FDPSP4","ENSG00000254793","ENSG00000254793.1","15",42939310,42940358
"48970","UBR1","ENSG00000159459","ENSG00000159459.12","15",42942897,43106113
"48972","FOXK2","ENSG00000141568","ENSG00000141568.21","17",82519713,82644662
"48974","HTRA4","ENSG00000169495","ENSG00000169495.5","8",38974228,38988663
"48975","PRR7-AS1","ENSG00000246334","ENSG00000246334.2","5",177438503,177447699
"48976","TM2D2","ENSG00000169490","ENSG00000169490.17","8",38988808,38996824
"48977","PRR7","ENSG00000131188","ENSG00000131188.12","5",177446445,177456286
"48978","NCSTN","ENSG00000162736","ENSG00000162736.17","1",160343316,160358952
"48979","NINJ2-AS1","ENSG00000177406","ENSG00000177406.5","12",630858,664196
"48981","POLR2J3","ENSG00000168255","ENSG00000168255.20","7",102537918,102572653
"48983","TNP1","ENSG00000118245","ENSG00000118245.2","2",216859458,216860064
"48985","CGRRF1","ENSG00000100532","ENSG00000100532.13","14",54509812,54539292
"48986","LINC02455","ENSG00000256672","ENSG00000256672.1","12",674801,684127
"48987","RNU4ATAC16P","ENSG00000221439","ENSG00000221439.1","12",781133,781258
"48991","DBN1","ENSG00000113758","ENSG00000113758.13","5",177456608,177474401
"48992","RAD52","ENSG00000002016","ENSG00000002016.18","12",911736,990053
"48997","SNORD38D","ENSG00000207199","ENSG00000207199.1","8",39018615,39018683
"48998","BACE1-AS","ENSG00000278768","ENSG00000278768.2","11",117288453,117293571
"48999","RNU6-1153P","ENSG00000252569","ENSG00000252569.1","16",53443228,53443332
"49003","ADAM32","ENSG00000197140","ENSG00000197140.15","8",39106990,39284917
"49005","AKTIP","ENSG00000166971","ENSG00000166971.17","16",53491040,53504411
"49006","CEP164","ENSG00000110274","ENSG00000110274.16","11",117314557,117413266
"49007","ZNF285","ENSG00000267508","ENSG00000267508.6","19",44382298,44401608
"49008","GTF2A1L","ENSG00000242441","ENSG00000242441.8","2",48617798,48733148
"49010","UBL5","ENSG00000198258","ENSG00000198258.11","19",9827892,9830115
"49012","AREL1","ENSG00000119682","ENSG00000119682.18","14",74653437,74713117
"49014","DNAH17-AS1","ENSG00000267432","ENSG00000267432.6","17",78484882,78503056
"49015","LRRC45","ENSG00000169683","ENSG00000169683.8","17",82023305,82031151
"49016","PLPPR3","ENSG00000129951","ENSG00000129951.19","19",812488,821955
"49018","POLR2J3","ENSG00000285437","ENSG00000285437.1","7",102562133,102572583
"49019","GHRLOS","ENSG00000240288","ENSG00000240288.8","3",10285754,10294903
"49022","RPS3AP47","ENSG00000205871","ENSG00000205871.5","15",43115702,43116493
"49024","SEC13","ENSG00000157020","ENSG00000157020.18","3",10293131,10321112
"49025","TMEM62","ENSG00000137842","ENSG00000137842.7","15",43123279,43185144
"49026","FASLG","ENSG00000117560","ENSG00000117560.8","1",172659103,172666876
"49027","AP1M1","ENSG00000072958","ENSG00000072958.9","19",16197854,16245906
"49028","RASA4","ENSG00000105808","ENSG00000105808.18","7",102573807,102616756
"49030","LINC01701","ENSG00000232212","ENSG00000232212.1","1",189775465,189814918
"49031","STX6","ENSG00000135823","ENSG00000135823.14","1",180972712,181023121
"49032","MTCO2P17","ENSG00000233888","ENSG00000233888.2","2",202614853,202615529
"49039","RPL23AP87","ENSG00000232938","ENSG00000232938.2","17",83226897,83240804
"49041","ZSWIM2","ENSG00000163012","ENSG00000163012.4","2",186827475,186849208
"49044","SPIRE2","ENSG00000204991","ENSG00000204991.11","16",89818179,89871319
"49045","MYL6P5","ENSG00000228118","ENSG00000228118.3","17",71620978,71621436
"49046","ABCA5","ENSG00000154265","ENSG00000154265.16","17",69244311,69327244
"49047","LINC01826","ENSG00000232740","ENSG00000232740.1","2",123066151,123073481
"49048","RPL5P8","ENSG00000213917","ENSG00000213917.2","2",214280638,214281452
"49049","SPCS2P1","ENSG00000260928","ENSG00000260928.2","15",43131008,43131686
"49051","LINC01921","ENSG00000223874","ENSG00000223874.2","2",216859948,216871643
"49053","PRR13P3","ENSG00000271412","ENSG00000271412.1","11",117336256,117336631
"49054","SPATA46","ENSG00000171722","ENSG00000171722.13","1",162373203,162376854
"49056","PDLIM7","ENSG00000196923","ENSG00000196923.14","5",177483394,177497606
"49057","MTCO3P7","ENSG00000249997","ENSG00000249997.1","2",130277184,130277957
"49059","OR5AK4P","ENSG00000283307","ENSG00000283307.1","11",57037534,57038436
"49061","OR5AO1P","ENSG00000272676","ENSG00000272676.1","11",57045091,57045390
"49062","NCKAP5-AS1","ENSG00000233729","ENSG00000233729.1","2",132915557,132931494
"49063","OR5BP1P","ENSG00000273255","ENSG00000273255.1","11",57055587,57056132
"49064","CCNDBP1","ENSG00000166946","ENSG00000166946.14","15",43185118,43197177
"49065","LRRC55","ENSG00000183908","ENSG00000183908.7","11",57181747,57191717
"49066","ACADL","ENSG00000115361","ENSG00000115361.8","2",210187126,210225447
"49067","ILF2","ENSG00000143621","ENSG00000143621.17","1",153661788,153671028
"49068","APLNR","ENSG00000134817","ENSG00000134817.11","11",57233577,57237235
"49069","TNKS1BP1","ENSG00000149115","ENSG00000149115.14","11",57299638,57324952
"49071","SSRP1","ENSG00000149136","ENSG00000149136.9","11",57325986,57335892
"49072","SCHLAP1","ENSG00000281131","ENSG00000281131.1","2",180692104,180916939
"49073","FAM124B","ENSG00000124019","ENSG00000124019.10","2",224378698,224402107
"49074","TCF25","ENSG00000141002","ENSG00000141002.20","16",89873570,89913627
"49076","ARHGAP15-AS1","ENSG00000231758","ENSG00000231758.3","2",143629133,143656179
"49077","MLXP1","ENSG00000226539","ENSG00000226539.1","2",223704621,223705338
"49078","MTATP6P17","ENSG00000235433","ENSG00000235433.1","2",202615769,202616440
"49081","RPL3P10","ENSG00000243095","ENSG00000243095.1","8",39157538,39158701
"49084","LINC01907","ENSG00000226125","ENSG00000226125.2","2",230690065,230700529
"49085","IL36A","ENSG00000136694","ENSG00000136694.9","2",113005459,113008044
"49087","TERF1","ENSG00000147601","ENSG00000147601.15","8",73008856,73048123
"49090","TIPRL","ENSG00000143155","ENSG00000143155.13","1",168178962,168202109
"49092","FCF1","ENSG00000119616","ENSG00000119616.11","14",74713144,74738620
"49094","RPS15","ENSG00000115268","ENSG00000115268.10","19",1438358,1440495
"49095","P2RX3","ENSG00000109991","ENSG00000109991.9","11",57338352,57372396
"49097","LPCAT3","ENSG00000111684","ENSG00000111684.11","12",6976185,7018477
"49102","RNU6-285P","ENSG00000222488","ENSG00000222488.1","8",73018945,73019044
"49105","UPK3BL1","ENSG00000267368","ENSG00000267368.1","7",102637025,102642791
"49106","ITPRID2","ENSG00000138434","ENSG00000138434.17","2",181891730,181930738
"49107","GGH","ENSG00000137563","ENSG00000137563.13","8",63014881,63039407
"49109","NME7","ENSG00000143156","ENSG00000143156.14","1",169132531,169367948
"49111","SPDYE2B","ENSG00000173678","ENSG00000173678.14","7",102650325,102661398
"49112","MIR378B","ENSG00000264534","ENSG00000264534.3","3",10330229,10330285
"49113","PRKAR2A-AS1","ENSG00000224424","ENSG00000224424.8","3",48847572,48851981
"49114","POLR2J2","ENSG00000228049","ENSG00000228049.7","7",102665368,102671629
"49115","CSPP1","ENSG00000104218","ENSG00000104218.16","8",67062417,67196778
"49116","SLC25A20","ENSG00000178537","ENSG00000178537.10","3",48856926,48898904
"49117","PRG3","ENSG00000156575","ENSG00000156575.2","11",57376769,57381150
"49118","RASA4DP","ENSG00000233297","ENSG00000233297.4","7",102681836,102690469
"49122","YLPM1","ENSG00000119596","ENSG00000119596.18","14",74763316,74859435
"49123","MIR4283-1","ENSG00000264426","ENSG00000264426.1","7",56955785,56955864
"49124","TNRC18P3","ENSG00000189166","ENSG00000189166.6","7",56991888,57009149
"49125","PRG2","ENSG00000186652","ENSG00000186652.10","11",57386780,57390650
"49126","SLC29A4P1","ENSG00000214668","ENSG00000214668.4","7",57014285,57020273
"49127","SDHAF1","ENSG00000205138","ENSG00000205138.4","19",35995188,35996312
"49128","PHKG1P4","ENSG00000229508","ENSG00000229508.2","7",57060590,57061301
"49129","ZSCAN18","ENSG00000121413","ENSG00000121413.13","19",58083838,58118427
"49130","PLEKHM1P1","ENSG00000214176","ENSG00000214176.9","17",64779259,64837154
"49131","SEPTIN7P15","ENSG00000275061","ENSG00000275061.2","7",57067950,57074664
"49135","RNU6-975P","ENSG00000207023","ENSG00000207023.1","6",73464073,73464177
"49136","RN7SL827P","ENSG00000271986","ENSG00000271986.2","6",73487590,73487877
"49139","MTATP6P8","ENSG00000283547","ENSG00000283547.1","7",57167200,57167880
"49140","MTCO3P10","ENSG00000231537","ENSG00000231537.1","7",57167880,57168651
"49141","DDAH2","ENSG00000213722","ENSG00000213722.10","6",31727038,31730617
"49143","MTND4LP32","ENSG00000283481","ENSG00000283481.1","7",57169143,57169412
"49144","MTND4P4","ENSG00000225295","ENSG00000225295.1","7",57169406,57170771
"49145","MTND5P6","ENSG00000228440","ENSG00000228440.1","7",57170974,57172771
"49146","MTND6P29","ENSG00000283311","ENSG00000283311.1","7",57172772,57173283
"49147","MTCYBP29","ENSG00000224880","ENSG00000224880.1","7",57173357,57174362
"49148","GUSBP10","ENSG00000224723","ENSG00000224723.1","7",57177409,57180052
"49149","ARIH2OS","ENSG00000221883","ENSG00000221883.4","3",48917782,48918823
"49152","MTND1P4","ENSG00000230764","ENSG00000230764.1","7",57185788,57186202
"49154","MTND2P6","ENSG00000237309","ENSG00000237309.1","7",57186412,57187441
"49155","P4HTM","ENSG00000178467","ENSG00000178467.18","3",48989889,49007153
"49156","MTCO1P10","ENSG00000236692","ENSG00000236692.2","7",57187892,57189437
"49157","MTCO2P10","ENSG00000284291","ENSG00000284291.1","7",57189578,57190226
"49159","MTATP6P10","ENSG00000283626","ENSG00000283626.1","7",57190461,57191138
"49160","MTCO3P4","ENSG00000228851","ENSG00000228851.1","7",57191141,57191927
"49164","MTND4P5","ENSG00000227584","ENSG00000227584.2","7",57192695,57194068
"49166","MTND5P7","ENSG00000230531","ENSG00000230531.1","7",57194257,57196054
"49167","SUMO1P2","ENSG00000229612","ENSG00000229612.1","1",168898136,168898439
"49169","MTCYBP5","ENSG00000234671","ENSG00000234671.1","7",57196638,57197772
"49170","RCSD1","ENSG00000198771","ENSG00000198771.11","1",167630093,167708696
"49171","GUSBP12","ENSG00000169325","ENSG00000169325.10","7",57200825,57203597
"49172","USP36","ENSG00000055483","ENSG00000055483.19","17",78787381,78841441
"49173","NUDT22","ENSG00000149761","ENSG00000149761.9","11",64225941,64230686
"49175","RNU7-157P","ENSG00000238431","ENSG00000238431.1","7",57227001,57227066
"49176","C1S","ENSG00000182326","ENSG00000182326.15","12",6988259,7071032
"49182","DDX41","ENSG00000183258","ENSG00000183258.12","5",177511577,177516961
"49183","TRAPPC6A","ENSG00000007255","ENSG00000007255.10","19",45162928,45178237
"49184","MIR3147","ENSG00000266168","ENSG00000266168.1","7",57405025,57405090
"49185","VN1R28P","ENSG00000227182","ENSG00000227182.1","7",57422830,57423725
"49186","SAPCD2P2","ENSG00000235368","ENSG00000235368.1","7",57424503,57425676
"49187","UPK3BL2","ENSG00000284981","ENSG00000284981.1","7",102538417,102543849
"49188","CFAP69","ENSG00000105792","ENSG00000105792.19","7",90245174,90311063
"49189","LINC02819","ENSG00000224943","ENSG00000224943.1","1",159466321,159483376
"49190","FDPSP1","ENSG00000225462","ENSG00000225462.1","1",187563061,187564131
"49192","TNR","ENSG00000116147","ENSG00000116147.17","1",175315194,175743616
"49194","TGM5","ENSG00000104055","ENSG00000104055.16","15",43232590,43266928
"49196","FKBP2","ENSG00000173486","ENSG00000173486.14","11",64241003,64244132
"49197","TAPT1","ENSG00000169762","ENSG00000169762.17","4",16160505,16227410
"49199","MC1R","ENSG00000258839","ENSG00000258839.4","16",89912119,89920973
"49200","WDR6","ENSG00000178252","ENSG00000178252.18","3",49007062,49015953
"49201","MAPK1IP1L","ENSG00000168175","ENSG00000168175.15","14",55051647,55070194
"49203","INSL3","ENSG00000248099","ENSG00000248099.4","19",17816512,17821574
"49205","AFG3L1P","ENSG00000223959","ENSG00000223959.8","16",89972586,90002161
"49206","USP8P1","ENSG00000214892","ENSG00000214892.4","6",31275572,31278754
"49207","RPL3P2","ENSG00000227939","ENSG00000227939.1","6",31280317,31281519
"49208","WASF5P","ENSG00000231402","ENSG00000231402.1","6",31287510,31288964
"49209","LINC02571","ENSG00000256166","ENSG00000256166.1","6",31293908,31301642
"49211","MIR6891","ENSG00000277402","ENSG00000277402.1","6",31355224,31355316
"49213","LGALS3","ENSG00000131981","ENSG00000131981.16","14",55124110,55145423
"49214","DHFRP2","ENSG00000228432","ENSG00000228432.1","6",31366352,31366898
"49216","RNU6-283P","ENSG00000201658","ENSG00000201658.1","6",31370134,31370240
"49217","FGFR3P1","ENSG00000230994","ENSG00000230994.1","6",31377419,31378019
"49218","ZDHHC20P2","ENSG00000223702","ENSG00000223702.1","6",31380411,31380839
"49219","HLA-S","ENSG00000225851","ENSG00000225851.1","6",31382074,31382288
"49221","ZNF419","ENSG00000105136","ENSG00000105136.21","19",57487711,57496098
"49222","UBR2","ENSG00000024048","ENSG00000024048.11","6",42564029,42693505
"49223","SFT2D2","ENSG00000213064","ENSG00000213064.10","1",168225938,168253021
"49224","OR7E126P","ENSG00000254593","ENSG00000254593.1","11",71903194,71904081
"49225","LRTOMT","ENSG00000184154","ENSG00000184154.15","11",72080337,72096895
"49226","Y_RNA","ENSG00000202211","ENSG00000202211.1","15",43247680,43247781
"49227","ATP5PDP1","ENSG00000261679","ENSG00000261679.2","15",43267904,43268388
"49228","FAM78B-AS1","ENSG00000203307","ENSG00000203307.2","1",166081183,166087483
"49229","TGM7","ENSG00000159495","ENSG00000159495.8","15",43276271,43302255
"49230","UCK2","ENSG00000143179","ENSG00000143179.16","1",165827614,165911618
"49231","RNU6-890P","ENSG00000206848","ENSG00000206848.1","6",42664162,42664268
"49232","PRPH2","ENSG00000112619","ENSG00000112619.8","6",42696598,42722597
"49233","ATP6V0CP3","ENSG00000213435","ENSG00000213435.3","6",42727234,42727700
"49234","TBCC","ENSG00000124659","ENSG00000124659.7","6",42744498,42746103
"49235","RN7SKP299","ENSG00000271765","ENSG00000271765.1","6",136545192,136545492
"49237","KAT6A","ENSG00000083168","ENSG00000083168.11","8",41929479,42051994
"49238","MAP3K5","ENSG00000197442","ENSG00000197442.10","6",136557046,136792477
"49241","LCMT2","ENSG00000168806","ENSG00000168806.8","15",43323649,43330582
"49242","DLGAP5","ENSG00000126787","ENSG00000126787.13","14",55148112,55191608
"49243","Y_RNA","ENSG00000201297","ENSG00000201297.1","4",125362819,125362929
"49244","MIR2054","ENSG00000283550","ENSG00000283550.1","4",125507259,125507307
"49245","NUP58P1","ENSG00000251436","ENSG00000251436.2","4",125681177,125683668
"49246","SPATA5","ENSG00000145375","ENSG00000145375.9","4",122923070,123319433
"49247","EPB42","ENSG00000166947","ENSG00000166947.15","15",43197227,43221018
"49248","TICAM1","ENSG00000127666","ENSG00000127666.10","19",4815932,4831712
"49249","ZNF30","ENSG00000168661","ENSG00000168661.15","19",34926903,34945170
"49250","Y_RNA","ENSG00000207488","ENSG00000207488.1","7",90251923,90252020
"49253","FAM237B","ENSG00000283267","ENSG00000283267.1","7",90316503,90321308
"49254","GTPBP10","ENSG00000105793","ENSG00000105793.16","7",90335223,90391453
"49255","DALRD3","ENSG00000178149","ENSG00000178149.17","3",49015488,49022293
"49258","LINC01645","ENSG00000224968","ENSG00000224968.2","1",177351562,177437880
"49263","MAP3K5-AS1","ENSG00000234263","ENSG00000234263.2","6",136629066,136648198
"49264","RNA5SP219","ENSG00000212242","ENSG00000212242.1","6",136630243,136630355
"49265","SPRY1","ENSG00000164056","ENSG00000164056.11","4",123396795,123403760
"49267","PIGM","ENSG00000143315","ENSG00000143315.8","1",160024953,160031990
"49268","PEX7","ENSG00000112357","ENSG00000112357.14","6",136822564,136913934
"49269","TIGD6","ENSG00000164296","ENSG00000164296.7","5",149993118,150000654
"49270","GARRE1","ENSG00000166398","ENSG00000166398.14","19",34254552,34355566
"49273","FAM20B","ENSG00000116199","ENSG00000116199.12","1",179025804,179076567
"49274","HMGXB3","ENSG00000113716","ENSG00000113716.13","5",150000046,150053142
"49275","GAS8","ENSG00000141013","ENSG00000141013.17","16",90019629,90044975
"49277","LINC02435","ENSG00000251526","ENSG00000251526.1","4",123505279,123527525
"49278","LINC01911","ENSG00000231040","ENSG00000231040.2","2",146837727,146878220
"49279","RPL17P20","ENSG00000241250","ENSG00000241250.1","4",56710060,56710614
"49280","LINC01720","ENSG00000231175","ENSG00000231175.1","1",190624890,190801658
"49282","MIR6124","ENSG00000275373","ENSG00000275373.1","11",12163683,12163767
"49284","RN7SL492P","ENSG00000240545","ENSG00000240545.3","4",56794348,56794642
"49286","XCL2","ENSG00000143185","ENSG00000143185.4","1",168540768,168543997
"49287","RN7SL357P","ENSG00000265894","ENSG00000265894.2","4",56805834,56806131
"49288","CARS1-AS1","ENSG00000247473","ENSG00000247473.2","11",3029009,3041260
"49289","SPINK2","ENSG00000128040","ENSG00000128040.11","4",56809860,56821742
"49290","STXBP4","ENSG00000166263","ENSG00000166263.13","17",54968727,55173632
"49291","RNU1-91P","ENSG00000201616","ENSG00000201616.1","11",3048359,3048521
"49294","RPSAP16","ENSG00000235145","ENSG00000235145.2","1",179968686,179969506
"49296","FMO3","ENSG00000007933","ENSG00000007933.13","1",171090901,171117819
"49298","OSBPL5","ENSG00000021762","ENSG00000021762.20","11",3087107,3166739
"49299","C1R","ENSG00000159403","ENSG00000159403.18","12",7080214,7092540
"49301","LINC01920","ENSG00000236049","ENSG00000236049.1","2",150552532,150572221
"49302","RPS20P4","ENSG00000241907","ENSG00000241907.1","5",150021567,150021921
"49303","CSF1R","ENSG00000182578","ENSG00000182578.14","5",150053291,150113372
"49304","MICOS13","ENSG00000174917","ENSG00000174917.9","19",5678421,5680516
"49305","C2orf49-DT","ENSG00000272994","ENSG00000272994.1","2",105334027,105337475
"49306","PPIAP67","ENSG00000237260","ENSG00000237260.1","2",176338637,176339077
"49307","MTCYBP11","ENSG00000224288","ENSG00000224288.2","2",143093056,143094164
"49312","SLC35D3","ENSG00000182747","ENSG00000182747.5","6",136922301,136925660
"49313","Y_RNA","ENSG00000207247","ENSG00000207247.1","6",136934765,136934866
"49315","Metazoa_SRP","ENSG00000278226","ENSG00000278226.1","4",56810422,56810681
"49316","RPL35AP3","ENSG00000230350","ENSG00000230350.1","6",136973930,136974217
"49317","Y_RNA","ENSG00000251799","ENSG00000251799.1","4",56818218,56818314
"49318","MIR7973-2","ENSG00000283614","ENSG00000283614.1","15",51314032,51314107
"49319","NHEG1","ENSG00000225391","ENSG00000225391.5","6",136982165,136993234
"49320","DNAH7","ENSG00000118997","ENSG00000118997.14","2",195737703,196068837
"49321","MIR7973-1","ENSG00000278098","ENSG00000278098.1","15",51314034,51314109
"49325","NOA1","ENSG00000084092","ENSG00000084092.7","4",56963350,56977606
"49328","HLA-DMB","ENSG00000242574","ENSG00000242574.9","6",32934629,32941028
"49329","GLDN","ENSG00000186417","ENSG00000186417.14","15",51341655,51408005
"49330","COX5AP1","ENSG00000271180","ENSG00000271180.1","14",55240622,55241080
"49333","FBXO34","ENSG00000178974","ENSG00000178974.11","14",55271344,55370053
"49334","QSOX1","ENSG00000116260","ENSG00000116260.17","1",180154869,180204030
"49335","POLR2B","ENSG00000047315","ENSG00000047315.17","4",56977722,57031158
"49336","JAK3","ENSG00000105639","ENSG00000105639.20","19",17824780,17848071
"49338","Metazoa_SRP","ENSG00000278818","ENSG00000278818.1","14",55285227,55285558
"49339","CHMP4BP1","ENSG00000258469","ENSG00000258469.1","14",55298644,55299231
"49342","ATG14","ENSG00000126775","ENSG00000126775.9","14",55366391,55411830
"49343","CLDN12","ENSG00000157224","ENSG00000157224.16","7",90383721,90513402
"49345","HLA-DMA","ENSG00000204257","ENSG00000204257.15","6",32948613,32969094
"49346","HMGN1P1","ENSG00000259318","ENSG00000259318.1","14",55394940,55395233
"49347","TBPL2","ENSG00000182521","ENSG00000182521.5","14",55413541,55456726
"49348","GAS8-AS1","ENSG00000221819","ENSG00000221819.6","16",90028908,90029901
"49349","URAHP","ENSG00000222019","ENSG00000222019.7","16",90039761,90047773
"49352","RPL21P6","ENSG00000239199","ENSG00000239199.1","14",55413556,55414059
"49353","KTN1-AS1","ENSG00000186615","ENSG00000186615.11","14",55496786,55580888
"49354","CENPX","ENSG00000169689","ENSG00000169689.15","17",82018702,82024107
"49355","MIR425","ENSG00000199032","ENSG00000199032.1","3",49020148,49020234
"49356","NDUFAF3","ENSG00000178057","ENSG00000178057.15","3",49020459,49023495
"49357","TUBB8P7","ENSG00000261812","ENSG00000261812.6","16",90093154,90096354
"49358","RPL7AP4","ENSG00000213641","ENSG00000213641.4","14",55543401,55544169
"49359","ABI1P1","ENSG00000271484","ENSG00000271484.1","14",55546674,55548123
"49360","Y_RNA","ENSG00000200742","ENSG00000200742.1","14",55651534,55651634
"49361","ZFYVE26","ENSG00000072121","ENSG00000072121.17","14",67727374,67816590
"49364","FAM157C","ENSG00000260528","ENSG00000260528.5","16",90102271,90178344
"49367","BRD2","ENSG00000204256","ENSG00000204256.14","6",32968594,32981505
"49369","DMXL2","ENSG00000104093","ENSG00000104093.14","15",51447711,51622833
"49373","CDK14","ENSG00000058091","ENSG00000058091.17","7",90466424,91210590
"49374","RNU6-355P","ENSG00000222359","ENSG00000222359.1","16",90144592,90144695
"49375","CICP25","ENSG00000277349","ENSG00000277349.1","16",90174062,90175865
"49376","BLZF1","ENSG00000117475","ENSG00000117475.14","1",169367970,169396540
"49377","DBNDD1","ENSG00000003249","ENSG00000003249.15","16",90004871,90019890
"49378","RPL7P1","ENSG00000214485","ENSG00000214485.6","5",150094302,150095048
"49379","Y_RNA","ENSG00000199409","ENSG00000199409.1","5",150098406,150098506
